Education,Marital_Status,Income,Days_Since_Enrolled,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,HasKid,HasTeen,Age
Bachelor,Divorced,61250.0,2925,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,SP,0,1,61
Basic,Together,28389.0,2951,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,SP,0,0,73
Master,Single,55250.0,2981,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,AU,0,1,55
Bachelor,Together,37758.0,2998,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,IN,1,1,54
Bachelor,Together,37758.0,2998,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,SP,1,1,54
PhD,Married,37633.0,3012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,SP,1,1,63
PhD,Together,33629.0,3055,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,SP,1,1,57
PhD,Married,36947.0,3056,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,AU,1,1,53
Bachelor,Divorced,69142.0,2365,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,IN,0,1,68
Bachelor,Married,53154.0,2385,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,US,0,1,61
PhD,Married,65695.0,2514,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,SP,0,1,60
PhD,Together,69805.0,2524,50,750,71,174,13,10,20,2,6,8,11,2,0,0,0,0,0,0,0,DE,0,1,68
Master,Single,36975.0,2548,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,SP,1,0,42
Bachelor,Married,26228.0,2645,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,SP,1,0,47
Master,Married,37787.0,2647,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,IN,1,0,48
PhD,Married,37087.0,2687,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,SA,1,0,46
Master,Together,57247.0,2690,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,SP,0,1,68
PhD,Married,36930.0,2773,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,SP,0,1,66
Master,Divorced,48721.0,2777,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,SA,1,1,57
Master,Married,43641.0,2798,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,SP,1,1,51
Bachelor,Married,75903.0,2812,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,SP,0,1,69
Bachelor,Married,71391.0,2822,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,CA,0,1,64
PhD,Married,16927.0,2869,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,SA,1,1,44
Bachelor,Divorced,27215.0,2887,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,SA,1,1,59
Bachelor,Married,53858.0,2962,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,SP,0,1,44
Bachelor,Single,30983.0,2962,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0,IN,0,0,57
Bachelor,Together,43462.0,3020,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,SP,1,1,68
Bachelor,Married,63943.0,3030,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,IN,0,1,64
Bachelor,Single,26816.0,3046,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,IN,0,0,34
Master,Together,75484.0,3061,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,CA,0,1,44
Master,Together,33564.0,2370,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,SP,0,1,54
Master,Married,54348.0,2386,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA,1,1,67
Bachelor,Married,54984.0,2401,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,SP,0,1,61
Bachelor,Single,34738.0,2414,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,1,0,36
Bachelor,Divorced,68118.0,2619,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US,0,1,57
Bachelor,Divorced,68118.0,2619,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,SP,0,1,57
Bachelor,Together,22682.0,2634,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,AU,1,0,47
Bachelor,Married,51948.0,2650,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,SP,0,1,45
Bachelor,Married,25293.0,2652,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,SP,1,0,51
Bachelor,Married,25293.0,2652,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,AU,1,0,51
PhD,Married,41551.0,2684,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,CA,1,1,56
PhD,Together,56067.0,2709,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA,0,1,58
Bachelor,Married,67433.0,2713,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,SP,0,1,68
Bachelor,Together,22010.0,2729,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,SP,1,0,37
Master,Single,64831.0,2749,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA,1,1,68
Bachelor,Married,62820.0,2779,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA,0,0,66
Bachelor,Married,62820.0,2779,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SP,0,0,66
Master,Divorced,78353.0,2804,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA,0,1,61
Master,Married,57183.0,2832,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,SP,1,1,54
Bachelor,Single,23478.0,2832,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US,0,0,55
Bachelor,Single,30168.0,2844,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP,1,0,42
Bachelor,Married,37155.0,2879,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,1,0,31
Basic,Single,16581.0,2898,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP,0,0,35
Bachelor,Married,41850.0,2917,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,US,1,1,40
Master,Divorced,81380.0,2919,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,CA,0,0,53
Bachelor,Together,56386.0,2975,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA,1,1,39
Bachelor,Divorced,25818.0,2984,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,DE,1,0,49
Bachelor,Together,15345.0,3032,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP,1,0,36
Master,Together,57954.0,2376,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,SP,1,1,43
Bachelor,Married,50300.0,2400,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP,0,1,68
PhD,Married,38725.0,2415,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP,1,1,65
Master,Together,10404.0,2421,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP,1,0,31
Basic,Single,26868.0,2425,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,SA,1,0,29
Bachelor,Widow,72298.0,2476,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,SP,0,0,71
Bachelor,Married,72905.0,2524,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,SP,0,0,62
Bachelor,Single,47025.0,2599,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US,0,1,44
Bachelor,Single,29938.0,2610,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA,1,0,35
PhD,Together,46681.0,2629,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP,0,1,72
PhD,Together,46681.0,2629,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SA,0,1,72
Master,Single,29548.0,2669,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,SP,1,0,50
Master,Married,62058.0,2764,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,DE,0,1,64
PhD,Single,36736.0,2780,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP,1,1,57
Master,Single,8820.0,2829,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA,1,1,68
Basic,Together,14918.0,2934,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IN,0,1,57
Bachelor,Together,56715.0,2936,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP,0,0,46
Basic,Together,24882.0,3023,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,IN,1,0,42
Basic,Together,24882.0,3023,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,SP,1,0,42
Master,Together,40442.0,3044,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA,1,1,68
Master,Divorced,64176.0,3060,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,SP,0,1,55
PhD,Married,23536.0,2390,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP,1,0,37
Bachelor,Divorced,35246.0,2439,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA,1,1,62
Bachelor,Married,28442.0,2490,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP,1,0,42
Bachelor,Married,48195.0,2524,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP,1,1,64
Master,Single,74116.0,2546,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,SA,0,0,38
Master,Together,78093.0,2565,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA,0,0,73
Master,Divorced,59354.0,2591,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US,1,1,68
Master,Together,36301.0,2612,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA,1,0,44
Master,Single,77598.0,2636,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP,0,0,77
Bachelor,Married,62710.0,2767,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP,0,1,48
Bachelor,Together,36317.0,2768,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP,0,1,55
PhD,Single,42767.0,2779,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA,1,0,49
Master,Married,43815.0,2815,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP,1,0,38
Bachelor,Divorced,44421.0,2864,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP,1,1,49
PhD,Divorced,48948.0,2878,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,AU,0,0,77
PhD,Divorced,48948.0,2878,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,SA,0,0,77
Master,Divorced,63120.0,3004,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP,0,1,70
PhD,Married,55517.0,3005,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA,1,1,70
Bachelor,Single,36864.0,3050,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AU,0,1,63
Bachelor,Divorced,82582.0,2387,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,AU,0,0,43
Bachelor,Divorced,79803.0,2392,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP,0,1,62
PhD,Single,52569.0,2450,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA,0,1,53
PhD,Widow,82032.0,2450,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IN,0,0,72
PhD,Widow,82032.0,2450,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IN,0,0,72
Bachelor,Married,65685.0,2457,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA,0,1,48
Bachelor,Married,65685.0,2457,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AU,0,1,48
PhD,Together,40451.0,2498,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,SP,0,1,63
Master,Divorced,31163.0,2501,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,DE,1,0,47
Master,Divorced,31163.0,2501,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA,1,0,47
Bachelor,Married,35704.0,2542,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA,1,1,68
Bachelor,Single,7500.0,2550,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,1,0,47
Bachelor,Together,36075.0,2567,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP,1,0,37
PhD,Together,70038.0,2612,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,DE,0,0,38
PhD,Together,70038.0,2612,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AU,0,0,38
Bachelor,Together,71796.0,2613,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA,0,0,49
Master,Together,47821.0,2617,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,1,53
PhD,Married,45503.0,2642,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP,1,0,45
Bachelor,Single,28647.0,2677,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,SP,1,0,42
Master,Divorced,37760.0,2687,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP,1,0,48
PhD,Together,85431.0,2751,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP,0,0,68
Master,Married,72635.0,2756,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,0,0,65
Master,Married,72635.0,2756,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP,0,0,65
Bachelor,Married,77142.0,2761,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP,0,0,72
Bachelor,Together,53172.0,2784,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IN,0,1,42
Bachelor,Single,36065.0,2820,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP,1,1,52
Bachelor,Together,73926.0,2849,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA,0,0,47
Bachelor,Single,35790.0,2908,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AU,1,0,43
Bachelor,Divorced,39552.0,2923,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP,1,1,58
Master,Together,68316.0,2967,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP,0,1,56
PhD,Together,102160.0,2969,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA,0,0,43
Master,Widow,51390.0,3024,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA,1,1,55
Bachelor,Single,72066.0,2371,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA,0,0,39
Bachelor,Together,21675.0,2383,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IN,1,0,44
Bachelor,Married,48006.0,2385,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,1,1,55
Bachelor,Married,65106.0,2401,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP,0,1,45
Bachelor,Divorced,58401.0,2435,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP,0,1,60
Bachelor,Married,29315.0,2449,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA,1,1,60
Master,Single,49389.0,2669,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AU,1,1,69
PhD,Together,51717.0,2678,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA,0,1,55
Master,Widow,46779.0,2717,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA,1,1,60
Master,Married,28520.0,2745,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP,1,1,60
Bachelor,Single,34377.0,2891,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP,0,1,57
PhD,Divorced,54959.0,2891,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP,0,1,59
Master,Together,82384.0,2952,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AU,0,0,65
Bachelor,Single,46998.0,2980,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP,0,1,64
Bachelor,Together,58554.0,3006,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US,1,1,52
Bachelor,Together,58554.0,3006,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IN,1,1,52
PhD,Divorced,57333.0,3010,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP,0,1,66
Bachelor,Together,80685.0,3041,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP,0,0,26
Bachelor,Together,52117.0,3047,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP,0,1,55
PhD,Together,62220.0,3052,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,DE,0,1,48
PhD,Together,64014.0,2384,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA,1,1,74
PhD,Together,64014.0,2384,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA,1,1,74
Master,Divorced,46390.0,2420,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US,0,1,65
Bachelor,Together,75507.0,2423,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,DE,0,0,41
Bachelor,Together,75507.0,2423,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AU,0,0,41
Master,Married,59412.0,2436,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP,0,0,69
PhD,Divorced,50616.0,2437,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP,0,1,52
Master,Together,35924.0,2463,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA,1,1,51
Master,Married,57937.0,2498,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA,0,1,38
PhD,Married,73356.0,2508,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP,0,0,36
Master,Together,21255.0,2524,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP,1,0,46
Master,Married,58494.0,2564,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA,0,1,46
Bachelor,Married,72460.0,2592,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA,0,0,51
PhD,Together,68682.0,2631,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,0,0,29
PhD,Together,68682.0,2631,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP,0,0,29
Master,Married,36959.0,2635,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP,1,0,39
PhD,Married,46463.0,2680,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP,1,1,49
Bachelor,Single,61825.0,2691,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,0,1,41
Bachelor,Single,61825.0,2691,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP,0,1,41
Bachelor,Married,28691.0,2725,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,0,31
Bachelor,Married,28691.0,2725,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,0,31
Bachelor,Together,54058.0,2755,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP,0,1,44
Bachelor,Single,84196.0,2756,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP,0,1,45
Master,Together,38620.0,2779,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AU,0,0,57
Master,Together,38620.0,2779,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,DE,0,0,57
Bachelor,Single,3502.0,2807,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IN,1,0,47
Bachelor,Married,47743.0,2829,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP,0,1,63
PhD,Married,80360.0,2848,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP,0,0,71
Bachelor,Married,66303.0,2853,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,SP,0,1,49
Bachelor,Married,52413.0,2877,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA,0,1,51
Bachelor,Single,60714.0,2893,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA,0,0,64
Master,Single,31385.0,2936,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,SP,1,0,36
Master,Single,83257.0,3014,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,SP,0,0,25
PhD,Married,80427.0,3020,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IN,0,1,45
Bachelor,Together,38823.0,3033,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP,0,1,71
Bachelor,Married,42014.0,3046,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA,1,0,43
Bachelor,Married,42014.0,3046,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA,1,0,43
PhD,Together,76140.0,2412,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP,0,0,72
Master,Divorced,41713.0,2426,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA,1,1,56
PhD,Married,62670.0,2512,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA,0,1,66
Master,Married,70932.0,2526,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP,0,1,48
PhD,Married,78939.0,2564,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,DE,0,0,69
Bachelor,Together,44512.0,2668,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA,1,1,60
Bachelor,Married,63967.0,2689,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP,0,1,52
Bachelor,Single,90842.0,2700,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP,0,0,72
PhD,Widow,25358.0,2707,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA,0,1,73
Bachelor,Single,28567.0,2742,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP,1,0,38
Bachelor,Married,66373.0,2747,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AU,1,1,42
Bachelor,Married,66373.0,2747,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AU,1,1,42
Bachelor,Together,83844.0,2778,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,DE,0,0,68
Bachelor,Together,83844.0,2778,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP,0,0,68
Bachelor,Together,83844.0,2778,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA,0,0,68
PhD,Divorced,83664.0,2782,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP,1,1,52
Master,Married,27450.0,2805,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP,0,0,69
PhD,Single,54880.0,2850,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP,1,0,42
PhD,Married,71322.0,2863,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP,0,1,55
PhD,Single,60000.0,2919,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP,0,1,44
Master,Together,65176.0,2973,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA,0,1,51
PhD,Together,61010.0,2993,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA,0,1,68
Bachelor,Together,31089.0,3046,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP,1,0,39
Bachelor,Single,20518.0,2407,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP,1,0,32
PhD,Married,34469.0,2421,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA,1,1,72
Bachelor,Married,28332.0,2425,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,DE,0,0,68
Bachelor,Together,33456.0,2434,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IN,1,1,55
PhD,Married,38443.0,2518,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP,1,1,52
Bachelor,Single,65333.0,2528,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA,0,1,47
Bachelor,Divorced,82623.0,2596,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP,0,0,68
Bachelor,Married,73691.0,2600,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,SP,0,1,49
